question_id,algebraic_word_problem,reference_answer,step_by_step_solution,predicted_answer,topic,difficulty,fuzzy_score
729,"If A = [[1, 2], [3, 4]] and B = [[5, 6], [7, 8]], what is A + B?","[[6, 8], [10, 12]]","Add corresponding elements: [[1 + 5, 2 + 6], [3 + 7, 4 + 8]] = [[6, 8], [10, 12]].","Solve the following math problem: If A = [[1, 2], [3, 4]] and B = [[5, 6], [7, 8]], what is A + B?
Answer: A + B = [[6, 8], [10, 12]]",Matrix Algebra,Medium,24
730,The sum of a number and 8 is 20. What is the number?,12,Let the number be x; x + 8 = 20; x = 20 - 8 = 12.,"Solve the following math problem: The sum of a number and 8 is 20. What is the number?
Answer:
The number is 12.

\boxed{12}",Basic Algebraic Equations,Easy,3
731,"If the area of a rectangle is 40 square meters and the length is 10 meters, what is the width?",4 meters,Area = Length × Width; 40 = 10 × Width; Width = 40/10 = 4 meters.,"Solve the following math problem: If the area of a rectangle is 40 square meters and the length is 10 meters, what is the width?
Answer:
The area of a rectangle is given by the formula: Area = Length × Width
Given that the area is 40 square meters and the length is 10 meters, we can set up the equation:
40 = 10 × Width
To find the width, we divide both sides of the equation by 10:
Width = 40 ÷ 10
Width = 4 meters
So, the width of the rectangle is 4 meters.",Geometry,Easy,3
732,Solve for x in the equation: 2(x - 3) = 16.,x = 14,Expand the equation: 2x - 6 = 16; Add 6 to both sides: 2x = 22; Divide by 2: x = 11.,"Solve the following math problem: Solve for x in the equation: 2(x - 3) = 16.
Answer:

First, distribute the 2 on the left side of the equation to get:

2x - 6 = 16

Next, add 6 to both sides of the equation to isolate the term with x on one side:

2x = 22

Finally, divide both sides by 2 to solve for x:

x = 11

So, the solution to the equation 2(x - 3) = 16 is x = 11.",Basic Algebraic Equations,Medium,3
733,"If a quadratic function has its vertex at (3, -5), what is its minimum value?",-5,The minimum value of a quadratic function occurs at the vertex.,"Solve the following math problem: If a quadratic function has its vertex at (3, -5), what is its minimum value?
Answer:
The minimum value of a quadratic function is its vertex's y-coordinate. In this case, the vertex is at (3, -5), so the minimum value is \boxed{-5}.",Quadratic Functions,Medium,1
734,What is the 6th term in the geometric sequence where the first term is 2 and the common ratio is 3?,486,6th term = first term × (common ratio)^(n-1) = 2 × 3^(6-1) = 2 × 243 = 486.,"Solve the following math problem: What is the 6th term in the geometric sequence where the first term is 2 and the common ratio is 3?
Answer: \boxed{162}

Explanation:
1. We are given the first term (a_1) as 2 and the common ratio (r) as 3.
2. The formula for the nth term of a geometric sequence is a_n = a_1 * r^(n-1).
3. Plug in the values for a_1 and r, and substitute n with 6: a_6 = 2 * 3^(6-1).
4. Calculate the value: a_6 = 2 * 3^5 = 2 * 243 = 162.
5. The 6th term",Sequences and Series,Medium,0
735,"If f(x) = 5x - 1, what is f(-2)?",-11,Substituting x with -2: f(-2) = 5(-2) - 1 = -10 - 1 = -11.,"Solve the following math problem: If f(x) = 5x - 1, what is f(-2)?
Answer: \boxed{-11}

Solution: We substitute x = -2 into the function f(x) = 5x - 1. This gives us:

f(-2) = 5 * (-2) - 1 = -10 - 1 = -11.

So, the final answer is \boxed{-11}.",Functions and Relations,Easy,2
736,"If 4 times a number is 28, what is the number?",7,Let the number be x; 4x = 28; x = 28/4 = 7.,"Solve the following math problem: If 4 times a number is 28, what is the number?
Answer:
The number is 7.

Explanation:
1. Let's denote the unknown number as $n$.
2. According to the problem, ""4 times a number is 28,"" we can set up the equation: $4n = 28$.
3. To find the value of $n$, we need to isolate $n$. We do this by dividing both sides of the equation by 4: $n = \frac{28}{4}$.
4. Perform the division: $n = 7$.
5. Therefore, the number is $\boxed{7}$.",Basic Algebraic Equations,Easy,0
737,"Find the determinant of the matrix A = [[3, 2], [1, 4]].",10,Determinant = (3)(4) - (2)(1) = 12 - 2 = 10.,"Solve the following math problem: Find the determinant of the matrix A = [[3, 2], [1, 4]].
Answer:
The determinant of a 2x2 matrix A = [[a, b], [c, d]] can be found using the formula: (a*d) - (b*c).

So, for the given matrix A = [[3, 2], [1, 4]], we have:

Det(A) = (3*4) - (2*1) = 12 - 2 = 10.

Therefore, the determinant of the matrix A is 10.",Matrix Algebra,Medium,1
738,"If the ratio of a to b is 2:3 and b is 12, what is the value of a?",8,Using the ratio: 2/3 = a/12; 2*12 = 3a; 24 = 3a; a = 24/3 = 8.,"Solve the following math problem: If the ratio of a to b is 2:3 and b is 12, what is the value of a?
Answer:
1. We know that the ratio of a to b is 2:3.
2. This means that for every 2 units of a, there are 3 units of b.
3. We are given that b is 12 units.
4. To find the value of a, we can set up a proportion: a/b = 2/3.
5. Since b is 12, we can substitute this value into the proportion: a/12 = 2/3.
6. To solve for a, we can cross-multiply: 3*a = 12*2.
7. This simplifies to: 3*a = 2",Ratio and Proportion,Medium,0
739,What is the value of x in the equation 3(x + 4) = 21?,x = 1,Distribute: 3x + 12 = 21; Subtract 12 from both sides: 3x = 9; Divide by 3: x = 3.,"Solve the following math problem: What is the value of x in the equation 3(x + 4) = 21?
Answer:
3x + 12 = 21
Subtract 12 from both sides:
3x = 9
Divide both sides by 3:
x = 3

Therefore, the value of x is \boxed{3}.",Basic Algebraic Equations,Easy,4
740,"If the sum of three consecutive integers is 54, what is the smallest integer?",17,"Let the integers be x, x+1, and x+2; x + (x+1) + (x+2) = 54; 3x + 3 = 54; 3x = 51; x = 17.","Solve the following math problem: If the sum of three consecutive integers is 54, what is the smallest integer?
Answer: Let the three consecutive integers be x, x+1, and x+2.

The sum of these three integers is given as 54. So, we can write the equation as:
x + (x+1) + (x+2) = 54

Solving this equation gives us:
3x + 3 = 54
3x = 51
x = 17

So, the smallest integer is x, which is \boxed{17}.",Basic Algebraic Equations,Medium,1
741,A car travels 60 miles in 1 hour. How far will it travel in 2.5 hours?,150 miles,Distance = Speed × Time; 60 miles/hour × 2.5 hours = 150 miles.,"Solve the following math problem: A car travels 60 miles in 1 hour. How far will it travel in 2.5 hours?
Answer: The car will travel 150 miles in 2.5 hours.",Word Problems,Easy,11
742,What is the result of simplifying the expression 2(3x + 4) - 5?,6x + 3,Distribute: 6x + 8 - 5 = 6x + 3.,"Solve the following math problem: What is the result of simplifying the expression 2(3x + 4) - 5?
Answer:
The given expression is 2(3x + 4) - 5.

1. Distribute the 2: 2 \* 3x + 2 \* 4 - 5

2. Simplify: 6x + 8 - 5

3. Combine like terms: 6x + 3

The simplified expression is \boxed{6x + 3}.",Algebraic Expressions,Medium,4
743,"If 2x + 3y = 12 and x = 3, what is the value of y?",y = 2,Substitute x into the equation: 2(3) + 3y = 12; 6 + 3y = 12; 3y = 6; y = 2.,"Solve the following math problem: If 2x + 3y = 12 and x = 3, what is the value of y?
Answer:
y = 1

Solution:
1. We are given the equation 2x + 3y = 12 and x = 3.
2. Substitute x = 3 into the equation: 2(3) + 3y = 12.
3. Simplify the equation: 6 + 3y = 12.
4. Subtract 6 from both sides: 3y = 6.
5. Divide both sides by 3: y = 2.
6. However, there seems to be a mistake in the original problem statement, as the value of y should be 2, not 1.",Systems of Equations,Medium,2
744,Solve for x in the equation x^2 - 9 = 0.,x = 3 or x = -3,Factor: (x - 3)(x + 3) = 0; x = 3 or x = -3.,"Solve the following math problem: Solve for x in the equation x^2 - 9 = 0.
Answer:
x = ±3",Quadratic Functions,Medium,21
745,"The perimeter of a rectangle is 30 meters. If the length is 10 meters, what is the width?",5 meters,Perimeter = 2(length + width); 30 = 2(10 + width); 15 = 10 + width; width = 5.,"Solve the following math problem: The perimeter of a rectangle is 30 meters. If the length is 10 meters, what is the width?
Answer:
The formula for the perimeter of a rectangle is P = 2L + 2W, where P is the perimeter, L is the length, and W is the width.

Given that the perimeter P = 30 meters and the length L = 10 meters, we can substitute these values into the formula:

30 = 2(10) + 2W

Now, we can solve for W:

30 = 20 + 2W
10 = 2W
W = 5

Therefore, the width of the rectangle is \boxed{5} meters.",Geometry,Easy,3
746,"If the function f(x) = 2x^2 + 3, what is f(2)?",11,Substituting x with 2: f(2) = 2(2^2) + 3 = 8 + 3 = 11.,"Solve the following math problem: If the function f(x) = 2x^2 + 3, what is f(2)?
Answer:
f(2) = 2(2)^2 + 3
f(2) = 2(4) + 3
f(2) = 8 + 3
f(2) = 11

Therefore, the final answer is \boxed{11}.",Functions,Easy,2
747,"If 5 more than twice a number is 19, what is the number?",7,Let the number be x; 2x + 5 = 19; 2x = 14; x = 7.,"Solve the following math problem: If 5 more than twice a number is 19, what is the number?
Answer:
Let's denote the number as $x$. According to the problem, we have:
$2x + 5 = 19$

Subtracting 5 from both sides, we get:
$2x = 14$

Dividing both sides by 2, we get:
$x = 7$

Therefore, the number is \boxed{7}.",Basic Algebraic Equations,Medium,1
748,A triangle has a base of 8 cm and a height of 5 cm. What is the area?,20 cm²,Area = 1/2 × base × height = 1/2 × 8 × 5 = 20 cm².,"Solve the following math problem: A triangle has a base of 8 cm and a height of 5 cm. What is the area?
Answer: The area of the triangle is 20 square cm.",Geometry,Easy,4
749,"If a store sells pencils for $0.50 each and you buy 12, how much do you spend?",$6.00,Total cost = price per pencil × number of pencils = 0.50 × 12 = $6.00.,"Solve the following math problem: If a store sells pencils for $0.50 each and you buy 12, how much do you spend?
Answer:
You would spend $6.00.",Word Problems,Easy,7
750,What is the value of x in the equation 4(x - 1) = 16?,x = 5,Distribute: 4x - 4 = 16; Add 4 to both sides: 4x = 20; Divide by 4: x = 5.,"Solve the following math problem: What is the value of x in the equation 4(x - 1) = 16?
Answer:
Step 1: Distribute the 4 on the left side of the equation: 4x - 4 = 16
Step 2: Add 4 to both sides of the equation: 4x = 20
Step 3: Divide both sides by 4: x = 5
Final answer: \boxed{5}",Basic Algebraic Equations,Medium,3
751,"If x^2 + 2x - 8 = 0, what are the roots?",x = 2 and x = -4,Factoring: (x - 2)(x + 4) = 0; x = 2 or x = -4.,"Solve the following math problem: If x^2 + 2x - 8 = 0, what are the roots?
Answer:
The roots of the quadratic equation x^2 + 2x - 8 = 0 can be found using the quadratic formula:

x = [-b ± sqrt(b^2 - 4ac)] / (2a)

In this case, a = 1, b = 2, and c = -8. Plugging these values into the formula, we get:

x = [-2 ± sqrt((2)^2 - 4(1)(-8))] / (2(1))
x = [-2 ± sqrt(4 + 32)] / 2
x = [-2 ± sqrt(36)] / 2",Quadratic Functions,Medium,7
752,"Find the slope of the line that passes through the points (1, 2) and (3, 4).",1,Slope = (y2 - y1) / (x2 - x1) = (4 - 2) / (3 - 1) = 2/2 = 1.,"Solve the following math problem: Find the slope of the line that passes through the points (1, 2) and (3, 4).
Answer: The slope of the line is 1.

QED",Linear Functions,Medium,1
753,"If a bag contains 6 red balls and 4 blue balls, what is the probability of picking a red ball?",0.6,Probability = favorable outcomes / total outcomes = 6 / (6 + 4) = 6/10 = 0.6.,"Solve the following math problem: If a bag contains 6 red balls and 4 blue balls, what is the probability of picking a red ball?
Answer:
The probability of picking a red ball is 3/5.

\boxed{3/5}",Probability,Medium,1
754,"What is the next term in the sequence: 2, 4, 8, 16?",32,The pattern is multiplying by 2: 16 × 2 = 32.,"Solve the following math problem: What is the next term in the sequence: 2, 4, 8, 16?
Answer:
16

Explanation:
The sequence is a geometric sequence where each term is twice the previous term. So, the next term in the sequence would be 16 * 2 = 32.

Therefore, the final answer is \boxed{32}.",Sequences and Series,Easy,1
755,"A box contains 20 apples. If you eat 3, what fraction of the apples is left?",17/20,Remaining apples = 20 - 3 = 17; Fraction left = 17/20.,"Solve the following math problem: A box contains 20 apples. If you eat 3, what fraction of the apples is left?
Answer: \boxed{\frac{17}{20}}",Fractions,Easy,3
